trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye
20170126,SSE,498374008721.0,10368831308.0,17977063217.0,2547782617.0,6634730.0,500921791338.0
20170203,SSE,501587053948.0,13012665745.0,9799620518.0,2591392792.0,36738999.0,504178446740.0
20170206,SSE,505094124703.0,15607866098.0,12100795343.0,2729574011.0,52236915.0,507823698714.0
20170207,SSE,505290510411.0,14733134047.0,14536748339.0,2855342420.0,82443370.0,508145852831.0
20170208,SSE,507120995154.0,17527851456.0,15697366713.0,2990431779.0,76546068.0,510111426933.0
20170209,SSE,510301910232.0,22663085338.0,19482170260.0,2999102374.0,55866642.0,513301012606.0
20170210,SSE,509501164991.0,25684293331.0,26485038572.0,3058976919.0,62794133.0,512560141910.0
20170213,SSE,512891126892.0,25494319077.0,22104357176.0,3318538647.0,112808145.0,516209665539.0
20170214,SSE,514493589292.0,21279556607.0,19677094207.0,3268476365.0,73376299.0,517762065657.0
20170215,SSE,516029816019.0,26582091963.0,25045865236.0,3908627729.0,172808330.0,519938443748.0
20170216,SSE,518855552701.0,24226319951.0,21400583269.0,3522402466.0,90600375.0,522377955167.0
20170217,SSE,517982129346.0,23551677476.0,24425100831.0,3773835126.0,140709278.0,521755964472.0
20170220,SSE,521797169713.0,25567213705.0,21752173338.0,3866762853.0,141555583.0,525663932566.0
20170221,SSE,522276159654.0,24195255065.0,23716265124.0,4057502951.0,136474786.0,526333662605.0
20170222,SSE,523705409158.0,23833320262.0,22404070758.0,3611107166.0,70124623.0,527316516324.0
20170223,SSE,525817689808.0,24686882954.0,22574602304.0,3538553924.0,77599461.0,529356243732.0
20170224,SSE,525654220836.0,20653683582.0,20817152554.0,3375705081.0,73231895.0,529029925917.0
20170227,SSE,527293793769.0,21363145133.0,19723572200.0,3394063149.0,62601584.0,530687856918.0
20170228,SSE,528856868250.0,17727446342.0,16164371861.0,3375593438.0,77633637.0,532232461688.0
20170301,SSE,529809697429.0,23292334150.0,22339504971.0,3618715780.0,137602688.0,533428413209.0
20170302,SSE,530170254941.0,21211857140.0,20851299628.0,3444258201.0,86960634.0,533614513142.0
20170303,SSE,527920521386.0,17751141610.0,20000875165.0,3429794174.0,80359868.0,531350315560.0
20170306,SSE,529865824898.0,19035648329.0,17090344817.0,3651107823.0,125493938.0,533516932721.0
20170307,SSE,530273177529.0,19485234256.0,19077881625.0,3616213870.0,99350175.0,533889391399.0
20170308,SSE,530463329116.0,19129029367.0,18938877780.0,3991511979.0,132238974.0,534454841095.0
20170309,SSE,529818259278.0,18223640546.0,18868710384.0,3801715306.0,79065654.0,533619974584.0
20170310,SSE,527549728744.0,14551982050.0,16820512584.0,3757623238.0,72574808.0,531307351982.0
20170313,SSE,528649018916.0,19181433874.0,18082143702.0,3894708619.0,99878074.0,532543727535.0
20170314,SSE,528737903013.0,16667190566.0,16578306469.0,3938830543.0,75715211.0,532676733556.0
20170315,SSE,529674658034.0,17217866925.0,16281111904.0,3933798944.0,97679618.0,533608456978.0
20170316,SSE,532829101634.0,23318841374.0,20164397774.0,3895170160.0,71113627.0,536724271794.0
20170317,SSE,532459710928.0,22348530287.0,22717920993.0,3891214217.0,108052757.0,536350925145.0
20170320,SSE,534227970661.0,19660736723.0,17892476990.0,3805301811.0,77614402.0,538033272472.0
20170321,SSE,535559713983.0,20023598664.0,18691855342.0,4052216015.0,116874518.0,539611929998.0
20170322,SSE,536932700690.0,23446729286.0,22073742579.0,4043393233.0,104908096.0,540976093923.0
20170323,SSE,537516709084.0,23094288813.0,22510280419.0,4079025716.0,107641968.0,541595734800.0
20170324,SSE,537615245684.0,26140732123.0,26042195523.0,4005834858.0,102982576.0,541621080542.0
20170327,SSE,540023946311.0,24213194147.0,21804493520.0,3946526092.0,87670770.0,543970472403.0
20170328,SSE,540813227571.0,18673565474.0,17884284214.0,3829041194.0,71959088.0,544642268765.0
20170329,SSE,541086656099.0,23524572352.0,23251143824.0,4198738904.0,132555423.0,545285395003.0
20170330,SSE,539868684692.0,25347341220.0,26565312627.0,3780142914.0,85869645.0,543648827606.0
20170331,SSE,535699641718.0,18508132159.0,22677175133.0,3634290548.0,70702324.0,539333932266.0
20170405,SSE,538711252185.0,29640369957.0,26628759490.0,3766704447.0,76420586.0,542477956632.0
20170406,SSE,539083167166.0,30020955275.0,29649040294.0,3987295361.0,117641633.0,543070462527.0
20170407,SSE,537567404709.0,28121270901.0,29637033358.0,3858152336.0,95871406.0,541425557045.0
20170410,SSE,539288405156.0,29553694476.0,27832694029.0,4038400765.0,121327931.0,543326805921.0
20170411,SSE,543405620610.0,39238294257.0,35121078803.0,4076179298.0,104226667.0,547481799908.0
20170412,SSE,544699793451.0,36239017710.0,34944844869.0,4105700165.0,119745075.0,548805493616.0
20170413,SSE,547157833162.0,26347090124.0,23889050413.0,4203291371.0,134339351.0,551361124533.0
20170414,SSE,544867962113.0,24989821214.0,27279692263.0,3869038787.0,96423293.0,548737000900.0
20170417,SSE,546164795221.0,25427479080.0,24130645972.0,3842612083.0,93761340.0,550007407304.0
20170418,SSE,546435281623.0,23858788054.0,23588301652.0,3861892996.0,91867270.0,550297174619.0
20170419,SSE,545115793014.0,23401019016.0,24720507625.0,3765069054.0,98903372.0,548880862068.0
20170420,SSE,543909595954.0,23378624663.0,24584821723.0,3698528698.0,78574764.0,547608124652.0
20170421,SSE,538608445810.0,17034426828.0,22335576972.0,3565027877.0,54522133.0,542173473687.0
20170424,SSE,534439269559.0,18627416369.0,22796592620.0,3800943303.0,96017428.0,538240212862.0
20170425,SSE,533464968435.0,18205648475.0,19179949599.0,3906328991.0,85108206.0,537371297426.0
20170426,SSE,533367272469.0,21271519456.0,21369215422.0,3880363204.0,92953893.0,537247635673.0
20170427,SSE,533515685576.0,24547035898.0,24398622791.0,3932938087.0,78172838.0,537448623663.0
20170428,SSE,530329667127.0,17646789342.0,20832807791.0,3671006916.0,40160912.0,534000674043.0
20170502,SSE,531259620369.0,19054167988.0,18124214746.0,3772831406.0,58206813.0,535032451775.0
20170503,SSE,531245801538.0,18307201838.0,18321020669.0,3952918760.0,76819853.0,535198720298.0
20170504,SSE,532685207766.0,21326203514.0,19886797286.0,3978450329.0,71709753.0,536663658095.0
20170505,SSE,528720181291.0,17642881394.0,21607907869.0,3975583520.0,70570041.0,532695764811.0
20170508,SSE,525347761304.0,17661258004.0,21033677991.0,3993596773.0,77930079.0,529341358077.0
20170509,SSE,525065572900.0,14802506208.0,15084694612.0,3854767665.0,46586689.0,528920340565.0
20170510,SSE,522366049656.0,16913800523.0,19613323767.0,4013054062.0,97212064.0,526379103718.0
20170511,SSE,517233414474.0,17818195260.0,22950830442.0,4006363416.0,76433190.0,521239777890.0
20170512,SSE,514216422190.0,16141980020.0,19158972304.0,4033272324.0,92045367.0,518249694514.0
20170515,SSE,512648970078.0,14169922128.0,15737374240.0,4091657734.0,47642418.0,516740627812.0
20170516,SSE,513823056434.0,20398247737.0,19224161381.0,4069617288.0,70225364.0,517892673722.0
20170517,SSE,514477174094.0,19530215983.0,18876098323.0,3975605787.0,57080525.0,518452779881.0
20170518,SSE,514821195735.0,15739964577.0,15395942936.0,3762927712.0,57542796.0,518584123447.0
20170519,SSE,513118335966.0,13744223490.0,15447083259.0,3717253796.0,41331348.0,516835589762.0
20170522,SSE,512246774771.0,15648617871.0,16520179066.0,3943705129.0,79594823.0,516190479900.0
20170523,SSE,509405303323.0,18273912915.0,21115384363.0,4084368599.0,81487675.0,513489671922.0
20170524,SSE,509246104228.0,15052025458.0,15211224553.0,4084972437.0,106494589.0,513331076665.0
20170525,SSE,509448789631.0,21641618054.0,21438932651.0,4144147054.0,114121065.0,513592936685.0
20170526,SSE,505837079759.0,15608091455.0,19219801327.0,3747120231.0,54388359.0,509584199990.0
20170531,SSE,506079239855.0,17477355035.0,17235194939.0,3819410833.0,64687195.0,509898650688.0
20170601,SSE,502881436275.0,15656546673.0,18854350253.0,3879315832.0,62154271.0,506760752107.0
20170602,SSE,501826004106.0,15446395167.0,16501827336.0,3557897486.0,58337153.0,505383901592.0
20170605,SSE,502967461112.0,14819828169.0,13678371163.0,3565840102.0,77451138.0,506533301214.0
20170606,SSE,502648994421.0,13568761087.0,13887227778.0,3571713693.0,54533856.0,506220708114.0
20170607,SSE,504951018649.0,21295080642.0,18993056414.0,3388251237.0,65755987.0,508339269886.0
20170608,SSE,505449167298.0,18952224217.0,18454075568.0,3505035715.0,67177377.0,508954203013.0
20170609,SSE,504070812514.0,18706664816.0,20085019600.0,3592199771.0,65656792.0,507663012285.0
20170612,SSE,505452993981.0,18015011225.0,16632829758.0,3660929777.0,56335769.0,509113923758.0
20170613,SSE,506886152863.0,16110552209.0,14677393327.0,3409027197.0,53929565.0,510295180060.0
20170614,SSE,507249153818.0,16798046853.0,16435045898.0,3350887021.0,81079264.0,510600040839.0
20170615,SSE,509014686250.0,17179533078.0,15414000646.0,3252054614.0,58364709.0,512266740864.0
20170616,SSE,507198520290.0,14650312612.0,16466478572.0,3246556042.0,59247205.0,510445076332.0
20170619,SSE,508226930204.0,16232669045.0,15204259131.0,3416889249.0,71546606.0,511643819453.0
20170620,SSE,508333054879.0,17080691207.0,16974566532.0,3358812434.0,61152261.0,511691867313.0
20170621,SSE,508932378843.0,18008268671.0,17408944707.0,3458382285.0,77624556.0,512390761128.0
20170622,SSE,509754526622.0,25381397798.0,24559250019.0,3679412004.0,82011037.0,513433938626.0
20170623,SSE,507890577040.0,18637892129.0,20501841711.0,3434845727.0,50993695.0,511325422767.0
20170626,SSE,511001191807.0,24254723706.0,21144108939.0,3615355659.0,63454086.0,514616547466.0
20170627,SSE,511457728296.0,19127295534.0,18670759045.0,3659056301.0,64898977.0,515116784597.0
20170628,SSE,513378917370.0,19369329421.0,17448140347.0,3745049046.0,85900469.0,517123966416.0
20170629,SSE,513501965352.0,17037839509.0,16914791527.0,3668495146.0,75301950.0,517170460498.0
20170630,SSE,511528278042.0,14427929374.0,16401616684.0,3330077479.0,37369552.0,514858355521.0
20170703,SSE,512479572751.0,17371993384.0,16420698675.0,3194858156.0,38596841.0,515674430907.0
20170704,SSE,513157610530.0,17950741207.0,17272703428.0,3485847272.0,59544318.0,516643457802.0
20170705,SSE,514487818603.0,19417095332.0,18086887259.0,3380513092.0,58945285.0,517868331695.0
20170706,SSE,514569648233.0,22940149474.0,22858319844.0,3701107459.0,71571363.0,518270755692.0
20170707,SSE,513724680300.0,21183754356.0,22028722289.0,3423148313.0,52979219.0,517147828613.0
20170710,SSE,515392194701.0,25753060357.0,24085545956.0,3533303823.0,67990356.0,518925498524.0
20170711,SSE,515329239075.0,24113515410.0,24176471036.0,3652257545.0,89902771.0,518981496620.0
20170712,SSE,515930473901.0,24077229893.0,23475995067.0,3674563887.0,69123264.0,519605037788.0
20170713,SSE,517301034702.0,26124408643.0,24753847842.0,3920547029.0,83985652.0,521221581731.0
20170714,SSE,515043617427.0,19950483266.0,22207900541.0,3732434542.0,55274211.0,518776051969.0
20170717,SSE,513668732540.0,31415272249.0,32790157136.0,3921384435.0,102895531.0,517590116975.0
20170718,SSE,513938473137.0,22721068351.0,22451327754.0,3630727039.0,59196595.0,517569200176.0
20170719,SSE,516645095697.0,33265674928.0,30559052368.0,3861512433.0,97240795.0,520506608130.0
20170720,SSE,516852513732.0,29596930867.0,29389512832.0,3835233677.0,67664070.0,520687747409.0
20170721,SSE,516927360025.0,26921358014.0,26846511721.0,3664013338.0,55729000.0,520591373363.0
20170724,SSE,521007125367.0,31436994720.0,27357229378.0,3819562298.0,75105656.0,524826687665.0
20170725,SSE,523213040701.0,26338233274.0,24132317940.0,3843321662.0,79139914.0,527056362363.0
20170726,SSE,525088165155.0,28506278901.0,26631154447.0,3726364371.0,69221980.0,528814529526.0
20170727,SSE,526393111133.0,28928422645.0,27623476667.0,3672126096.0,74871485.0,530065237229.0
20170728,SSE,524828764794.0,23129529881.0,24693876220.0,3594552210.0,64850236.0,528423317004.0
20170731,SSE,528537955376.0,32291507628.0,28582317046.0,3749653632.0,88647581.0,532287609008.0
20170801,SSE,529231018478.0,31492038816.0,30798975714.0,3916761485.0,84229334.0,533147779963.0
20170802,SSE,532200383095.0,35890923633.0,32921559016.0,3831086862.0,74644104.0,536031469957.0
20170803,SSE,534879944654.0,30336073067.0,27656511508.0,3530499040.0,40101614.0,538410443694.0
20170804,SSE,532820207518.0,34969999502.0,37029736638.0,3598484776.0,61343935.0,536418692294.0
20170807,SSE,535636198766.0,29644034898.0,26828043650.0,3544692781.0,59775062.0,539180891547.0
20170808,SSE,534726199658.0,31299192096.0,32209191204.0,3722134478.0,83054330.0,538448334136.0
20170809,SSE,537368647820.0,30620320769.0,27977872607.0,3779979746.0,70474767.0,541148627566.0
20170810,SSE,537669007398.0,30265906808.0,29965547230.0,3739686127.0,92464047.0,541408693525.0
20170811,SSE,535356477158.0,31093642271.0,33406172511.0,3531912151.0,78369366.0,538888389309.0
20170814,SSE,537632596431.0,26457875922.0,24181756649.0,3559045374.0,75469867.0,541191641805.0
20170815,SSE,539648893071.0,24658227869.0,22641931229.0,3796690082.0,111023637.0,543445583153.0
20170816,SSE,540868472055.0,24284974967.0,23065395983.0,3705165383.0,71078675.0,544573637438.0
20170817,SSE,542899045178.0,29645958008.0,27615384885.0,3873410862.0,85823074.0,546772456040.0
20170818,SSE,541748509333.0,25742169645.0,26892705490.0,3671141815.0,59752774.0,545419651148.0
20170821,SSE,543592415590.0,25636299098.0,23792392841.0,3497726367.0,51042065.0,547090141957.0
20170822,SSE,544897323822.0,26957110928.0,25652202696.0,3707097560.0,62929229.0,548604421382.0
20170823,SSE,545507089335.0,25055341612.0,24445576099.0,3675940145.0,56642185.0,549183029480.0
20170824,SSE,546833583828.0,21677814495.0,20351320002.0,3723296900.0,75922014.0,550556880728.0
20170825,SSE,546054164590.0,26559491663.0,27338910901.0,3733950169.0,106115480.0,549788114759.0
20170828,SSE,550835572748.0,38739064545.0,33957656387.0,4060209017.0,128456276.0,554895781765.0
20170829,SSE,553270011460.0,31750813945.0,29316375233.0,3787373917.0,73107712.0,557057385377.0
20170830,SSE,554844843413.0,34243309804.0,32668477851.0,3938428820.0,113980168.0,558783272233.0
20170831,SSE,559118232072.0,32852583691.0,28579195032.0,3729686695.0,73372891.0,562847918767.0
20170901,SSE,560256965769.0,38145742306.0,37007008609.0,3782081767.0,87809515.0,564039047536.0
20170904,SSE,563595774171.0,36864790689.0,33525982287.0,3654909490.0,67574308.0,567250683661.0
20170905,SSE,564749751259.0,28356786574.0,27202809486.0,3881841504.0,82912017.0,568631592763.0
20170906,SSE,567410040920.0,33756191922.0,31095902261.0,4096511043.0,115941833.0,571506551963.0
20170907,SSE,568069058625.0,32232266300.0,31573248595.0,3802840643.0,60695141.0,571871899268.0
20170908,SSE,568868703562.0,28649788248.0,27850143311.0,3624195663.0,52202743.0,572492899225.0
20170911,SSE,573227491085.0,33037857460.0,28679069937.0,3606202807.0,78307599.0,576833693892.0
20170912,SSE,575035344655.0,41786864214.0,39979010644.0,3673940363.0,80203908.0,578709285018.0
20170913,SSE,577341861552.0,28360523868.0,26054006971.0,3722482180.0,86246983.0,581064343732.0
20170914,SSE,579539655735.0,32442812362.0,30245018179.0,3846801704.0,82227079.0,583386457439.0
20170915,SSE,578583374441.0,30565680178.0,31521961472.0,3561335007.0,57302273.0,582144709448.0
20170918,SSE,582455107684.0,28778714421.0,24906981178.0,3533098118.0,60464372.0,585988205802.0
20170919,SSE,583732774712.0,28638406338.0,27360739310.0,3612825172.0,72239527.0,587345599884.0
20170920,SSE,587035104718.0,29680262317.0,26377932311.0,3569458018.0,63043990.0,590604562736.0
20170921,SSE,586141235549.0,28857980931.0,29751850100.0,3735971641.0,116527478.0,589877207190.0
20170922,SSE,583454267943.0,24426309561.0,27113277167.0,3489006367.0,69237805.0,586943274310.0
20170925,SSE,581184044380.0,22333478459.0,24603702022.0,3531429126.0,68455185.0,584715473506.0
20170926,SSE,579908899222.0,17279179734.0,18554324892.0,3618066101.0,83655178.0,583526965323.0
20170927,SSE,579523451666.0,20346208626.0,20731656182.0,3449274798.0,63125694.0,582972726464.0
20170928,SSE,578224273633.0,20793760783.0,22092938816.0,3390141010.0,51576802.0,581614414643.0
20170929,SSE,570083581576.0,18403774027.0,26544466084.0,3063587903.0,14008866.0,573147169479.0
20171009,SSE,578682092143.0,32575427391.0,23976916824.0,3416567962.0,80668836.0,582098660105.0
20171010,SSE,583145677767.0,29129605458.0,24666019834.0,3447916434.0,66838440.0,586593594201.0
20171011,SSE,583522843846.0,25301765202.0,24924599123.0,3614850268.0,124366436.0,587137694114.0
20171012,SSE,583464735903.0,23778972170.0,23837080113.0,3823521864.0,140285712.0,587288257767.0
20171013,SSE,582562628235.0,19444343723.0,20346451391.0,3411703160.0,83506576.0,585974331395.0
20171016,SSE,583759038774.0,26676245565.0,25479835026.0,3498468733.0,76783181.0,587257507507.0
20171017,SSE,584023686833.0,17522502561.0,17257854502.0,3427935444.0,82068337.0,587451622277.0
20171018,SSE,581592266640.0,20201858871.0,22633279064.0,3601203661.0,81025125.0,585193470301.0
20171019,SSE,579306498080.0,20408730538.0,22694499098.0,3554960263.0,60065739.0,582861458343.0
20171020,SSE,578649055545.0,17650041440.0,18307483975.0,3403723659.0,38321782.0,582052779204.0
20171023,SSE,580901689048.0,19180931506.0,16928298003.0,3471614829.0,52887181.0,584373303877.0
20171024,SSE,578877370713.0,18074355996.0,20098674331.0,3724863881.0,86145437.0,582602234594.0
20171025,SSE,579673158365.0,18360283874.0,17564496222.0,3557791155.0,43331925.0,583230949520.0
20171026,SSE,585721846144.0,31351471515.0,25302783736.0,3710445203.0,71269168.0,589432291347.0
20171027,SSE,586980537209.0,26446780229.0,25188089164.0,3595627068.0,46881723.0,590576164277.0
20171030,SSE,587251583104.0,31576733592.0,31305687697.0,3757667025.0,71427025.0,591009250129.0
20171031,SSE,589196036713.0,24791626758.0,22847173149.0,3717369343.0,67355998.0,592913406056.0
20171101,SSE,593084233167.0,28705800913.0,24817604459.0,3925298338.0,118625788.0,597009531505.0
20171102,SSE,591938582941.0,23159575658.0,24305225884.0,3663595163.0,95949315.0,595602178104.0
20171103,SSE,589295810105.0,22065591152.0,24708363988.0,3643067348.0,99391921.0,592938877453.0
20171106,SSE,593520002896.0,25570944919.0,21346752128.0,3621227942.0,93081749.0,597141230838.0
20171107,SSE,597686940879.0,30488210444.0,26321272461.0,3999307696.0,137849313.0,601686248575.0
20171108,SSE,599847626587.0,29447070709.0,27286385001.0,3774348734.0,80880444.0,603621975321.0
20171109,SSE,602292882328.0,26156935189.0,23711679448.0,3781100207.0,72398883.0,606073982535.0
20171110,SSE,602677946214.0,32745721664.0,32360657778.0,3821670534.0,59189014.0,606499616748.0
20171113,SSE,607453853482.0,34795444594.0,30019537326.0,4052282858.0,111469783.0,611506136340.0
20171114,SSE,609530393847.0,33110831866.0,31034291501.0,4017520980.0,98235089.0,613547914827.0
20171115,SSE,610088191761.0,27322760931.0,26764963017.0,3985367896.0,130081113.0,614073559657.0
20171116,SSE,611955170107.0,27540418339.0,25673439993.0,4026241575.0,108925639.0,615981411682.0
20171117,SSE,605407313174.0,33437375721.0,39985232654.0,4224948523.0,135303417.0,609632261697.0
20171120,SSE,606152968284.0,27606992716.0,26861337606.0,4080179520.0,98061706.0,610233147804.0
20171121,SSE,610896888811.0,35670732307.0,30926811780.0,4232326120.0,104388086.0,615129214931.0
20171122,SSE,613638975630.0,37463915477.0,34721828658.0,4222736888.0,95749026.0,617861712518.0
20171123,SSE,612323609647.0,34971820282.0,36287186265.0,4017733352.0,108387117.0,616341342999.0
20171124,SSE,607803783678.0,22821336538.0,27341162507.0,3733474862.0,62007179.0,611537258540.0
20171127,SSE,604120318760.0,21706868377.0,25390333295.0,3748916832.0,78489295.0,607869235592.0
20171128,SSE,605038393589.0,20423735751.0,19505660922.0,3664336812.0,61488883.0,608702730401.0
20171129,SSE,606435086718.0,27404524134.0,26007831005.0,4057232251.0,121540529.0,610492318969.0
20171130,SSE,606266729261.0,23568646067.0,23737003524.0,3882969879.0,96504247.0,610149699140.0
20171201,SSE,605049876092.0,20725355751.0,21942208920.0,3655974771.0,63388333.0,608705850863.0
20171204,SSE,604595733465.0,20604878464.0,21059021091.0,3754415327.0,86365562.0,608350148792.0
20171205,SSE,594960743028.0,20791260681.0,30426251118.0,3839705056.0,92330721.0,598800448084.0
20171206,SSE,595236819307.0,21596035758.0,21319959479.0,3692154268.0,77544558.0,598928973575.0
20171207,SSE,596091122261.0,19581499313.0,18727196359.0,3554247048.0,64305058.0,599645369309.0
20171208,SSE,595997613220.0,19042969089.0,19136478130.0,3599879327.0,101508401.0,599597492547.0
20171211,SSE,597388285945.0,20461557664.0,19070884939.0,3758638299.0,110323326.0,601146924244.0
20171212,SSE,598121141086.0,20096147911.0,19363292770.0,3750354277.0,118763206.0,601871495363.0
20171213,SSE,599823623298.0,18141605058.0,16439122846.0,3806754508.0,113866925.0,603630377806.0
20171214,SSE,601518600419.0,19549257497.0,17854280376.0,4002821102.0,144729254.0,605521421521.0
20171215,SSE,599973160706.0,17498770920.0,19044210633.0,3650059277.0,97333253.0,603623219983.0
20171218,SSE,600385416902.0,16374411672.0,15962155476.0,3706518967.0,99663217.0,604091935869.0
20171219,SSE,601150771777.0,17601240193.0,16835885318.0,3729730482.0,72507997.0,604880502259.0
20171220,SSE,600660765121.0,20341227305.0,20831233961.0,3804967455.0,89601083.0,604465732576.0
20171221,SSE,601331057847.0,21436735962.0,20766443236.0,3828819296.0,109017640.0,605159877143.0
20171222,SSE,600752458618.0,17813164425.0,18391763654.0,3720772560.0,63490251.0,604473231178.0
20171225,SSE,602010826133.0,20835295949.0,19576928434.0,3999879905.0,115968844.0,606010706038.0
20171226,SSE,603788870421.0,19751644607.0,17973600319.0,3779155598.0,72584885.0,607568026019.0
20171227,SSE,604243378239.0,23203488414.0,22748980596.0,3614363807.0,80882761.0,607857742046.0
20171228,SSE,607288414879.0,25351894785.0,22306858145.0,3777150934.0,109419427.0,611065565813.0
20171229,SSE,605281700426.0,19021641781.0,21028356234.0,3584861409.0,57296261.0,608866561835.0
20180102,SSE,608366051878.0,27590480172.0,24506128720.0,3654085132.0,76344279.0,612020137010.0
20180103,SSE,608815534517.0,30439570182.0,29990087543.0,3772954586.0,74917924.0,612588489103.0
20180104,SSE,610527948195.0,29696616884.0,27984203206.0,3955106395.0,81062102.0,614483054590.0
20180105,SSE,611033498008.0,30311498312.0,29805948499.0,3909520577.0,72649378.0,614943018585.0
20180108,SSE,614437310945.0,36490715414.0,33086902477.0,4207633747.0,104853368.0,618644944692.0
20180109,SSE,616540107796.0,30086145554.0,27983348703.0,4077347539.0,69350546.0,620617455335.0
20180110,SSE,619625092233.0,33230513439.0,30145529002.0,4205771294.0,88968220.0,623830863527.0
20180111,SSE,621046744130.0,28156920753.0,26735268856.0,4177520514.0,85734540.0,625224264644.0
20180112,SSE,619848249343.0,26368470723.0,27566965510.0,4093318611.0,80954815.0,623941567954.0
20180115,SSE,621497637591.0,36278584789.0,34629196541.0,4379791823.0,132724788.0,625877429414.0
20180116,SSE,625992542194.0,34078228867.0,29583324264.0,4133975739.0,74508764.0,630126517933.0
20180117,SSE,627094987907.0,39842179516.0,38739733803.0,4454773086.0,138072735.0,631549760993.0
20180118,SSE,634228438561.0,36979327828.0,29845877174.0,4477045539.0,103608937.0,638705484100.0
20180119,SSE,636018905560.0,37339370592.0,35548903593.0,4378780910.0,105099649.0,640397686470.0
20180122,SSE,639921300534.0,33237544268.0,29335149294.0,4354081581.0,87925167.0,644275382115.0
20180123,SSE,644564213418.0,37876068321.0,33233155437.0,4455055561.0,86183139.0,649019268979.0
20180124,SSE,646859187212.0,42616129855.0,40321156061.0,4448193750.0,98229541.0,651307380962.0
20180125,SSE,647529134317.0,38141340740.0,37471393635.0,4381538742.0,95255666.0,651910673059.0
20180126,SSE,646634615949.0,34247168309.0,35141686677.0,4269286836.0,76289213.0,650903902785.0
20180129,SSE,648256047965.0,38181209245.0,36559777229.0,4192740627.0,71491288.0,652448788592.0
20180130,SSE,648176166579.0,28745206171.0,28825087557.0,4058242338.0,60408630.0,652234408917.0
20180131,SSE,645400680690.0,28966225507.0,31741711396.0,4054638580.0,73671246.0,649455319270.0
20180201,SSE,636482319607.0,29702648663.0,38621009746.0,4233708630.0,79415607.0,640716028237.0
20180202,SSE,631035437334.0,27287974198.0,32734856471.0,4042598212.0,56031475.0,635078035546.0
20180205,SSE,630054975768.0,29843195422.0,30823656988.0,4322740448.0,104110875.0,634377716216.0
20180206,SSE,619290275865.0,31544870755.0,42309570658.0,4188948545.0,96446231.0,623479224410.0
20180207,SSE,616405478519.0,35263849592.0,38148646938.0,4007914605.0,95806694.0,620413393124.0
20180208,SSE,615710148081.0,25870067541.0,26565397979.0,3785537067.0,80582428.0,619495685148.0
