searchDate,Unnamed: 0,exchangeRate,profitRate,searchDate,searchDate.1,trdAmt
2019-03-01,0.0,2.52,24.87,2019-03-01,2019-03-01,3580.57
2019-02-28,0.0,2.65,24.56,2019-02-28,2019-02-28,3643.0
2019-02-27,0.0,3.46,24.47,2019-02-27,2019-02-27,4799.21
2019-02-26,0.0,4.34,24.63,2019-02-26,2019-02-26,6063.0
2019-02-25,0.0,4.05,24.74,2019-02-25,2019-02-25,5753.68
2019-02-22,0.0,2.62,23.47,2019-02-22,2019-02-22,3582.73
2019-02-21,0.0,2.72,22.94,2019-02-21,2019-02-21,3668.1
2019-02-20,0.0,2.31,23.0,2019-02-20,2019-02-20,2941.8
2019-02-19,0.0,2.75,22.93,2019-02-19,2019-02-19,3592.43
2019-02-18,0.0,2.5,22.89,2019-02-18,2019-02-18,3243.1
2019-02-15,0.0,1.94,22.08,2019-02-15,2019-02-15,2500.01
2019-02-14,0.0,1.96,22.24,2019-02-14,2019-02-14,2479.64
2019-02-13,0.0,2.01,22.09,2019-02-13,2019-02-13,2674.93
2019-02-12,0.0,1.64,21.69,2019-02-12,2019-02-12,2092.49
2019-02-11,0.0,1.34,21.43,2019-02-11,2019-02-11,1833.29
2019-02-01,0.0,1.15,20.82,2019-02-01,2019-02-01,1507.62
2019-01-31,0.0,1.31,20.25,2019-01-31,2019-01-31,1606.27
2019-01-30,0.0,1.04,20.32,2019-01-30,2019-01-30,1373.77
2019-01-29,0.0,1.33,20.6,2019-01-29,2019-01-29,1681.13
2019-01-28,0.0,1.29,20.82,2019-01-28,2019-01-28,1729.07
2019-01-25,0.0,1.35,20.89,2019-01-25,2019-01-25,1784.81
2019-01-24,0.0,1.29,20.91,2019-01-24,2019-01-24,1699.62
2019-01-23,0.0,1.07,20.81,2019-01-23,2019-01-23,1395.36
2019-01-22,0.0,1.2,20.78,2019-01-22,2019-01-22,1559.49
2019-01-21,0.0,1.31,21.01,2019-01-21,2019-01-21,1736.95
2019-01-18,0.0,1.41,20.88,2019-01-18,2019-01-18,1764.29
2019-01-17,0.0,1.34,20.67,2019-01-17,2019-01-17,1679.67
2019-01-16,0.0,1.38,20.86,2019-01-16,2019-01-16,1784.79
2019-01-15,0.0,1.43,20.89,2019-01-15,2019-01-15,1833.43
2019-01-14,0.0,1.38,20.58,2019-01-14,2019-01-14,1678.7
2019-01-11,0.0,1.38,20.73,2019-01-11,2019-01-11,1742.53
2019-01-10,0.0,1.45,20.57,2019-01-10,2019-01-10,1813.21
2019-01-09,0.0,1.71,20.63,2019-01-09,2019-01-09,2196.71
2019-01-08,0.0,1.47,20.52,2019-01-08,2019-01-08,1778.28
2019-01-07,0.0,1.59,20.54,2019-01-07,2019-01-07,2023.78
2019-01-04,0.0,1.48,20.2,2019-01-04,2019-01-04,1835.48
2019-01-03,0.0,1.11,19.66,2019-01-03,2019-01-03,1455.88
2019-01-02,0.0,0.94,19.81,2019-01-02,2019-01-02,1290.8
2018-12-28,0.0,1.02,20.0,2018-12-28,2018-12-28,1347.91
2018-12-27,0.0,1.17,19.93,2018-12-27,2018-12-27,1529.17
2018-12-26,0.0,1.06,20.17,2018-12-26,2018-12-26,1394.29
2018-12-25,0.0,1.28,20.23,2018-12-25,2018-12-25,1619.44
2018-12-24,0.0,0.94,20.4,2018-12-24,2018-12-24,1287.29
2018-12-21,0.0,1.05,20.22,2018-12-21,2018-12-21,1360.17
2018-12-20,0.0,1.0,20.41,2018-12-20,2018-12-20,1298.57
2018-12-19,0.0,0.96,20.38,2018-12-19,2018-12-19,1244.63
2018-12-18,0.0,1.02,20.67,2018-12-18,2018-12-18,1317.6
2018-12-17,0.0,1.04,20.84,2018-12-17,2018-12-17,1364.97
2018-12-14,0.0,1.3,20.91,2018-12-14,2018-12-14,1688.04
2018-12-13,0.0,1.29,21.44,2018-12-13,2018-12-13,1737.94
2018-12-12,0.0,1.06,21.2,2018-12-12,2018-12-12,1343.42
2018-12-11,0.0,1.04,21.16,2018-12-11,2018-12-11,1332.85
2018-12-10,0.0,1.1,20.98,2018-12-10,2018-12-10,1424.26
2018-12-07,0.0,1.09,21.26,2018-12-07,2018-12-07,1436.53
2018-12-06,0.0,1.37,21.27,2018-12-06,2018-12-06,1831.06
2018-12-05,0.0,1.48,21.74,2018-12-05,2018-12-05,1892.09
2018-12-04,0.0,1.49,21.84,2018-12-04,2018-12-04,1873.78
2018-12-03,0.0,1.76,21.75,2018-12-03,2018-12-03,2383.85
2018-11-30,0.0,1.24,21.05,2018-11-30,2018-11-30,1556.45
2018-11-29,0.0,1.46,20.85,2018-11-29,2018-11-29,1818.97
2018-11-28,0.0,1.44,21.32,2018-11-28,2018-11-28,1733.95
2018-11-27,0.0,1.21,21.02,2018-11-27,2018-11-27,1498.69
2018-11-26,0.0,1.21,20.93,2018-11-26,2018-11-26,1473.78
2018-11-23,0.0,1.73,21.0,2018-11-23,2018-11-23,2090.18
2018-11-22,0.0,1.48,21.79,2018-11-22,2018-11-22,1807.25
2018-11-21,0.0,1.59,21.8,2018-11-21,2018-11-21,1982.77
2018-11-20,0.0,1.88,21.69,2018-11-20,2018-11-20,2417.47
2018-11-19,0.0,1.95,22.3,2018-11-19,2018-11-19,2442.3
2018-11-16,0.0,2.1,22.18,2018-11-16,2018-11-16,2712.81
2018-11-15,0.0,1.88,22.0,2018-11-15,2018-11-15,2325.09
2018-11-14,0.0,2.11,21.68,2018-11-14,2018-11-14,2345.0
2018-11-13,0.0,2.37,21.76,2018-11-13,2018-11-13,2665.82
2018-11-12,0.0,1.67,21.42,2018-11-12,2018-11-12,1972.87
2018-11-09,0.0,1.3,20.9,2018-11-09,2018-11-09,1533.64
2018-11-08,0.0,1.41,20.99,2018-11-08,2018-11-08,1684.34
2018-11-07,0.0,1.53,21.1,2018-11-07,2018-11-07,1922.13
2018-11-06,0.0,1.42,21.19,2018-11-06,2018-11-06,1755.7
2018-11-05,0.0,1.75,21.28,2018-11-05,2018-11-05,2254.4
2018-11-02,0.0,1.82,21.29,2018-11-02,2018-11-02,2438.57
2018-11-01,0.0,1.61,20.57,2018-11-01,2018-11-01,2039.43
2018-10-31,0.0,1.32,20.37,2018-10-31,2018-10-31,1604.67
2018-10-30,0.0,1.28,20.09,2018-10-30,2018-10-30,1589.64
2018-10-29,0.0,1.05,19.9,2018-10-29,2018-10-29,1333.18
2018-10-26,0.0,1.26,20.3,2018-10-26,2018-10-26,1494.5
2018-10-25,0.0,1.31,20.33,2018-10-25,2018-10-25,1554.03
2018-10-24,0.0,1.25,20.4,2018-10-24,2018-10-24,1556.57
2018-10-23,0.0,1.51,20.45,2018-10-23,2018-10-23,1912.99
2018-10-22,0.0,1.76,20.86,2018-10-22,2018-10-22,2254.96
2018-10-19,0.0,1.26,19.88,2018-10-19,2018-10-19,1574.36
2018-10-18,0.0,1.1,19.36,2018-10-18,2018-10-18,1333.95
2018-10-17,0.0,1.16,19.89,2018-10-17,2018-10-17,1415.35
2018-10-16,0.0,1.09,19.71,2018-10-16,2018-10-16,1369.83
2018-10-15,0.0,1.07,20.05,2018-10-15,2018-10-15,1339.03
2018-10-12,0.0,1.42,20.29,2018-10-12,2018-10-12,1663.37
2018-10-11,0.0,1.59,20.23,2018-10-11,2018-10-11,1889.6
2018-10-10,0.0,0.95,21.62,2018-10-10,2018-10-10,1251.62
2018-10-09,0.0,0.92,21.65,2018-10-09,2018-10-09,1219.59
2018-10-08,0.0,1.12,21.67,2018-10-08,2018-10-08,1477.1
2018-09-28,0.0,1.07,22.54,2018-09-28,2018-09-28,1387.32
2018-09-27,0.0,1.31,22.35,2018-09-27,2018-09-27,1637.48
2018-09-26,0.0,1.26,22.64,2018-09-26,2018-09-26,1674.58
2018-09-25,0.0,1.03,22.48,2018-09-25,2018-09-25,1352.22
2018-09-21,0.0,1.36,22.61,2018-09-21,2018-09-21,1736.22
2018-09-20,0.0,1.23,22.21,2018-09-20,2018-09-20,1469.57
2018-09-19,0.0,1.38,22.26,2018-09-19,2018-09-19,1812.49
2018-09-18,0.0,1.11,22.0,2018-09-18,2018-09-18,1412.06
2018-09-17,0.0,0.98,21.62,2018-09-17,2018-09-17,1201.16
2018-09-14,0.0,1.11,21.96,2018-09-14,2018-09-14,1461.65
2018-09-13,0.0,1.08,22.13,2018-09-13,2018-09-13,1488.68
2018-09-12,0.0,0.9,21.97,2018-09-12,2018-09-12,1250.92
2018-09-11,0.0,0.97,22.06,2018-09-11,2018-09-11,1308.53
2018-09-10,0.0,1.09,22.03,2018-09-10,2018-09-10,1456.18
2018-09-07,0.0,1.11,22.44,2018-09-07,2018-09-07,1583.76
2018-09-06,0.0,1.0,22.42,2018-09-06,2018-09-06,1434.46
2018-09-05,0.0,1.15,22.58,2018-09-05,2018-09-05,1521.81
2018-09-04,0.0,1.12,22.96,2018-09-04,2018-09-04,1551.55
2018-09-03,0.0,1.0,22.69,2018-09-03,2018-09-03,1386.73
2018-08-31,0.0,0.96,22.71,2018-08-31,2018-08-31,1345.77
2018-08-30,0.0,1.09,22.96,2018-08-30,2018-08-30,1474.73
2018-08-29,0.0,1.07,23.31,2018-08-29,2018-08-29,1455.09
2018-08-28,0.0,1.13,23.44,2018-08-28,2018-08-28,1669.62
2018-08-27,0.0,1.24,23.43,2018-08-27,2018-08-27,1823.9
2018-08-24,0.0,0.98,22.86,2018-08-24,2018-08-24,1370.43
2018-08-23,0.0,0.98,22.9,2018-08-23,2018-08-23,1446.57
2018-08-22,0.0,0.93,22.76,2018-08-22,2018-08-22,1311.45
2018-08-21,0.0,1.04,23.03,2018-08-21,2018-08-21,1591.37
2018-08-20,0.0,1.05,22.71,2018-08-20,2018-08-20,1514.36
2018-08-17,0.0,1.07,22.57,2018-08-17,2018-08-17,1504.57
2018-08-16,0.0,1.1,22.96,2018-08-16,2018-08-16,1537.54
2018-08-15,0.0,1.14,23.18,2018-08-15,2018-08-15,1599.34
2018-08-14,0.0,1.06,23.68,2018-08-14,2018-08-14,1563.19
2018-08-13,0.0,1.12,23.8,2018-08-13,2018-08-13,1716.23
2018-08-10,0.0,1.12,23.72,2018-08-10,2018-08-10,1655.77
2018-08-09,0.0,1.4,23.55,2018-08-09,2018-08-09,1964.83
2018-08-08,0.0,1.22,22.94,2018-08-08,2018-08-08,1707.51
2018-08-07,0.0,1.21,23.39,2018-08-07,2018-08-07,1699.64
2018-08-06,0.0,1.12,22.76,2018-08-06,2018-08-06,1587.55
2018-08-03,0.0,1.07,23.24,2018-08-03,2018-08-03,1559.79
2018-08-02,0.0,1.49,23.65,2018-08-02,2018-08-02,2100.75
2018-08-01,0.0,1.22,24.23,2018-08-01,2018-08-01,1771.02
2018-07-31,0.0,1.05,24.66,2018-07-31,2018-07-31,1544.28
2018-07-30,0.0,1.26,24.66,2018-07-30,2018-07-30,1809.4
2018-07-27,0.0,1.34,25.01,2018-07-27,2018-07-27,1797.66
2018-07-26,0.0,1.62,25.18,2018-07-26,2018-07-26,2238.97
2018-07-25,0.0,1.51,25.43,2018-07-25,2018-07-25,2314.69
2018-07-24,0.0,1.74,25.45,2018-07-24,2018-07-24,2657.03
2018-07-23,0.0,1.43,25.07,2018-07-23,2018-07-23,2254.5
2018-07-20,0.0,1.21,24.94,2018-07-20,2018-07-20,1930.57
2018-07-19,0.0,1.15,24.66,2018-07-19,2018-07-19,1821.92
2018-07-18,0.0,1.25,24.84,2018-07-18,2018-07-18,1993.42
2018-07-17,0.0,1.14,25.03,2018-07-17,2018-07-17,1857.51
2018-07-16,0.0,1.19,25.08,2018-07-16,2018-07-16,1965.4
2018-07-13,0.0,1.34,25.1,2018-07-13,2018-07-13,2206.84
2018-07-12,0.0,1.52,24.99,2018-07-12,2018-07-12,2470.09
2018-07-11,0.0,1.29,24.3,2018-07-11,2018-07-11,2040.47
2018-07-10,0.0,1.18,24.78,2018-07-10,2018-07-10,1945.38
2018-07-09,0.0,1.17,24.6,2018-07-09,2018-07-09,1920.74
2018-07-06,0.0,1.35,23.99,2018-07-06,2018-07-06,2088.59
2018-07-05,0.0,1.18,23.89,2018-07-05,2018-07-05,1831.73
2018-07-04,0.0,1.24,24.42,2018-07-04,2018-07-04,1996.38
2018-07-03,0.0,1.4,24.91,2018-07-03,2018-07-03,2329.76
2018-07-02,0.0,1.32,24.73,2018-07-02,2018-07-02,2104.28
2018-06-29,0.0,1.33,25.13,2018-06-29,2018-06-29,2083.73
2018-06-28,0.0,1.14,24.36,2018-06-28,2018-06-28,1777.33
2018-06-27,0.0,1.18,24.65,2018-06-27,2018-06-27,1848.67
2018-06-26,0.0,1.22,24.98,2018-06-26,2018-06-26,1887.13
2018-06-25,0.0,1.11,24.84,2018-06-25,2018-06-25,1758.2
2018-06-22,0.0,1.14,24.99,2018-06-22,2018-06-22,1729.37
2018-06-21,0.0,1.3,24.72,2018-06-21,2018-06-21,1978.26
2018-06-20,0.0,1.27,25.24,2018-06-20,2018-06-20,1957.48
2018-06-19,0.0,1.6,24.93,2018-06-19,2018-06-19,2331.18
2018-06-15,0.0,1.19,26.42,2018-06-15,2018-06-15,1950.28
2018-06-14,0.0,0.98,26.87,2018-06-14,2018-06-14,1709.06
2018-06-13,0.0,1.06,27.01,2018-06-13,2018-06-13,1887.83
2018-06-12,0.0,1.07,27.44,2018-06-12,2018-06-12,1995.38
2018-06-11,0.0,0.98,27.15,2018-06-11,2018-06-11,1795.23
2018-06-08,0.0,1.13,27.34,2018-06-08,2018-06-08,1937.47
2018-06-07,0.0,1.1,27.6,2018-06-07,2018-06-07,1935.73
2018-06-06,0.0,1.08,27.78,2018-06-06,2018-06-06,1978.86
2018-06-05,0.0,1.13,27.76,2018-06-05,2018-06-05,2084.92
2018-06-04,0.0,1.08,27.28,2018-06-04,2018-06-04,1916.96
2018-06-01,0.0,1.2,27.25,2018-06-01,2018-06-01,2093.92
2018-05-31,0.0,1.29,27.59,2018-05-31,2018-05-31,2243.18
2018-05-30,0.0,1.45,27.1,2018-05-30,2018-05-30,2466.25
2018-05-29,0.0,1.24,27.88,2018-05-29,2018-05-29,2306.49
2018-05-28,0.0,1.25,28.18,2018-05-28,2018-05-28,2306.13
2018-05-25,0.0,1.28,28.23,2018-05-25,2018-05-25,2328.5
2018-05-24,0.0,1.17,28.49,2018-05-24,2018-05-24,2225.1
2018-05-23,0.0,1.38,28.61,2018-05-23,2018-05-23,2628.64
2018-05-22,0.0,1.33,28.93,2018-05-22,2018-05-22,2532.93
2018-05-21,0.0,1.42,28.83,2018-05-21,2018-05-21,2595.84
2018-05-18,0.0,1.15,28.53,2018-05-18,2018-05-18,2109.82
2018-05-17,0.0,1.12,28.43,2018-05-17,2018-05-17,2080.13
2018-05-16,0.0,1.23,28.58,2018-05-16,2018-05-16,2284.67
2018-05-15,0.0,1.18,28.7,2018-05-15,2018-05-15,2167.21
2018-05-14,0.0,1.27,28.44,2018-05-14,2018-05-14,2361.68
2018-05-11,0.0,1.36,28.46,2018-05-11,2018-05-11,2487.13
2018-05-10,0.0,1.37,28.76,2018-05-10,2018-05-10,2493.93
2018-05-09,0.0,1.28,28.61,2018-05-09,2018-05-09,2312.7
2018-05-08,0.0,1.38,28.64,2018-05-08,2018-05-08,2562.05
2018-05-07,0.0,1.32,28.42,2018-05-07,2018-05-07,2449.74
2018-05-04,0.0,1.14,27.9,2018-05-04,2018-05-04,2129.04
2018-05-03,0.0,1.34,27.98,2018-05-03,2018-05-03,2347.68
2018-05-02,0.0,1.22,27.69,2018-05-02,2018-05-02,2178.13
2018-04-27,0.0,1.26,27.97,2018-04-27,2018-04-27,2343.79
2018-04-26,0.0,1.43,28.06,2018-04-26,2018-04-26,2630.06
2018-04-25,0.0,1.4,29.18,2018-04-25,2018-04-25,2591.69
2018-04-24,0.0,1.47,29.41,2018-04-24,2018-04-24,2598.15
2018-04-23,0.0,1.38,29.26,2018-04-23,2018-04-23,2364.12
2018-04-20,0.0,1.51,29.68,2018-04-20,2018-04-20,2623.87
2018-04-19,0.0,1.57,30.76,2018-04-19,2018-04-19,2877.65
2018-04-18,0.0,1.66,30.58,2018-04-18,2018-04-18,2931.63
2018-04-17,0.0,1.56,30.26,2018-04-17,2018-04-17,2843.13
2018-04-16,0.0,1.45,31.17,2018-04-16,2018-04-16,2601.39
2018-04-13,0.0,1.24,31.47,2018-04-13,2018-04-13,2337.58
2018-04-12,0.0,1.32,31.54,2018-04-12,2018-04-12,2447.93
2018-04-11,0.0,1.47,31.84,2018-04-11,2018-04-11,2714.63
2018-04-10,0.0,1.53,31.81,2018-04-10,2018-04-10,2799.21
2018-04-09,0.0,1.43,31.55,2018-04-09,2018-04-09,2600.85
2018-04-04,0.0,1.48,31.54,2018-04-04,2018-04-04,2788.74
2018-04-03,0.0,1.6,31.78,2018-04-03,2018-04-03,2937.73
2018-04-02,0.0,1.84,32.2,2018-04-02,2018-04-02,3494.86
2018-03-30,0.0,1.61,32.94,2018-03-30,2018-03-30,3019.1
2018-03-29,0.0,1.48,32.68,2018-03-29,2018-03-29,2689.09
2018-03-28,0.0,1.58,32.67,2018-03-28,2018-03-28,2924.1
2018-03-27,0.0,1.73,33.11,2018-03-27,2018-03-27,3154.13
2018-03-26,0.0,1.51,33.11,2018-03-26,2018-03-26,2560.48
2018-03-23,0.0,2.17,32.93,2018-03-23,2018-03-23,3425.31
2018-03-22,0.0,1.36,34.48,2018-03-22,2018-03-22,2403.27
2018-03-21,0.0,1.56,34.58,2018-03-21,2018-03-21,2735.48
2018-03-20,0.0,1.37,34.92,2018-03-20,2018-03-20,2366.06
2018-03-19,0.0,1.28,34.94,2018-03-19,2018-03-19,2278.1
2018-03-16,0.0,1.31,34.94,2018-03-16,2018-03-16,2297.72
2018-03-15,0.0,1.45,35.26,2018-03-15,2018-03-15,2568.55
2018-03-14,0.0,1.52,35.36,2018-03-14,2018-03-14,2632.67
2018-03-13,0.0,1.76,35.71,2018-03-13,2018-03-13,3005.3
2018-03-12,0.0,2.03,36.07,2018-03-12,2018-03-12,3608.24
2018-03-09,0.0,1.81,35.64,2018-03-09,2018-03-09,3103.46
2018-03-08,0.0,1.28,35.16,2018-03-08,2018-03-08,2277.83
2018-03-07,0.0,1.39,34.82,2018-03-07,2018-03-07,2358.05
2018-03-06,0.0,1.6,35.1,2018-03-06,2018-03-06,2751.72
2018-03-05,0.0,1.24,34.86,2018-03-05,2018-03-05,2132.67
2018-03-02,0.0,1.43,34.68,2018-03-02,2018-03-02,2388.47
2018-03-01,0.0,1.47,34.91,2018-03-01,2018-03-01,2476.55
2018-02-28,0.0,1.45,34.5,2018-02-28,2018-02-28,2455.55
2018-02-27,0.0,1.52,34.5,2018-02-27,2018-02-27,2570.99
2018-02-26,0.0,1.55,34.63,2018-02-26,2018-02-26,2545.3
2018-02-23,0.0,1.1,33.87,2018-02-23,2018-02-23,1737.28
2018-02-22,0.0,1.07,33.81,2018-02-22,2018-02-22,1689.01
2018-02-14,0.0,0.79,33.18,2018-02-14,2018-02-14,1225.87
2018-02-13,0.0,1.14,33.03,2018-02-13,2018-02-13,1757.07
2018-02-12,0.0,1.18,33.05,2018-02-12,2018-02-12,1798.91
2018-02-09,0.0,1.57,32.19,2018-02-09,2018-02-09,2226.65
2018-02-08,0.0,1.26,33.27,2018-02-08,2018-02-08,1911.2
2018-02-07,0.0,1.51,32.88,2018-02-07,2018-02-07,2319.56
